ID,IDRS_Date,count,Date,gower_similarity,OEZK,river_type,Conductivity,Nitrate,Nitrogen,Oxygen,Temperature,pH,Ammonium,Phosphate,XUTM32N,YUTM32N,System,Status,CatCropWald,Cat_Urban,Cat_tot_Agriculture,Cat_Agri_without_grassl,PCA1,delta_PCA,delta_OEZK,delta_gower_similarity
107005177,107005177_2012,2,2012,0.502230457,0.52,Typ 14,79,0.007,0.48,9.3,12.8,7.9,0.021,0.0085805,32436123.27,5760519.06,NA,HMWB,20.14238,16.93434,57.91396,42.97056,-0.816491424,-1.543957593,0.251,0.00412952
107005241,107005241_2012,2,2012,0.517647407,0.031,Typ 14,73,0.175662,2.5,7.6,10.6,7.6,0.13,0.0445,32425733.27,5753981.819,NA,HMWB,8.6875,26.12022,74.71986,60.83964,0.638185991,1.189429144,-0.1,0.055694967
107005242,107005242_2012,2,2012,0.454782339,0.146,Typ 16,125.637,0.006,1.34114,10.9,9.6,8.1,0.046603678,0.02388,32427443.58,5753021.18,Ems,HMWB,9.00691,28.08433,73.091,58.09475,-0.422542916,-0.805780131,0.07,-0.04029053
107005250,107005250_2012,2,2012,0.493992811,0.251,Typ 15,83.4,0.16103,2.47818,8,18.1,8.1,0.09619,0.03532,32405778.38,5766974.928,Ems,HMWB,11.69985,30.59952,50.52252,43.17713,0.419863239,1.257563605,-0.077,-0.032200807
107005253,107005253_2012,2,2012,0.520723849,0.329,Typ 14,65,0.220642,1.91741,10.2,10,7.6,0.06687,0.02786,32402771.33,5755132.679,Ems,HMWB,10.54866,21.21187,62.59359,55.93349,0.222789872,0.080267634,0.09,0.022620148
107005257,107005257_2012,2,2012,0.484758474,0.353,Typ 18,92.1,0.342586,1.86848,14.8,13,8.1,0.07617,0.02877,32402321.5,5754561.912,Ems,HMWB,12.33617,32.85173,46.09755,41.43621,0.34149524,1.065443279,-0.222,-0.016466941
107005259,107005259_2012,2,2012,0.517903546,0.698,Typ 14,66,0.00601,0.49195,12.9,9.8,8.3,0.018049375,0.006225,32395233.3,5760557.951,Ems,NWB,11.81119,27.06129,49.18616,45.92986,-1.010420129,-0.212089694,-0.19,0.001471097
107005262,107005262_2012,2,2012,0.527174504,0.619,Typ 19,77.6,0.016339,0.462135,14.4,11.5,8.2,0.034253728,0.0129575,32403005.62,5773883.222,Ems,NWB,12.24012,19.25349,67.2665,55.63314,-0.938504301,0.002268279,-0.212,0.032189114
107005291,107005291_2012,2,2012,0.485763681,0.124,Typ 14,79.4,0.237822,3.353391429,17.4,12.4,8.4,0.136545,0.04107,32398019.62,5775936.477,Ems,HMWB,9.06438,10.28179,73.19534,69.44097,0.618351269,-1.224168219,0.088,-0.030334005
107005305,107005305_2012,2,2012,0.5107931,0.621,Typ 14,58.4,0.007915,0.59385,11.3,12.8,7.8,0.01784375,0.00811,32394905.07,5787521.138,Ems,NWB,14.38629,14.04859,64.81263,54.32885,-0.883875422,0.031696688,-0.085,-0.027677573
107005311,107005311_2012,2,2012,0.540076338,0.098,Typ 16,76,0.270576,3.23484,14.8,13.9,8.1,0.11404375,0.05132,32399721.75,5765947.43,Ems,HMWB,1.61969,18.1831,79.21943,76.16494,0.759852163,1.735949902,-0.329,0.015306726
107005312,107005312_2012,2,2012,0.512976517,0.447,Typ 14,69,0.06522,0.938206,12.1,6.2,7.7,0.066415,0.0225,32393257.14,5776331.006,Ems,HMWB,16.5461,22.03851,48.56563,47.38065,-0.462968021,-2.164642364,0.201,0.064583642
107005313,107005313_2012,2,2012,0.522901944,0.443,Typ 14,70.5,0.09982,0.68305,13.5,15,8.4,0.055792428,0.0205925,32391609.39,5789329.505,Ems,NWB,6.83354,38.99783,47.12077,41.87258,-0.61032698,-0.828271082,0.153,0.054562661
107005343,107005343_2012,2,2012,0.459978578,0.054,Typ 09.1,74,0.16721,2.2,8.9,14.6,7.7,0.13,0.045982,32427956.12,5796381.917,Ems,HMWB,35.55903,22.9318,41.65331,27.28688,0.49537677,1.316029935,-0.451,-0.054071063
107005344,107005344_2012,2,2012,0.506181948,0.342,Typ 06,80,0.003,0.37,9.6,7.7,7.8,0.01,0.007774,32426965.48,5794139.823,NA,HMWB,25.42833,16.75776,54.07956,34.39364,-0.883878343,-1.039536298,0.067,0.015088667
107005377,107005377_2012,2,2012,0.532037322,0.525,Typ 14,67,0.002,0.23,10.4,10.2,8,0.006,0.00468,32418707.21,5763266.221,NA,HMWB,32.94874,5.40418,59.29533,52.258,-1.019341162,-1.324641074,0.291,0.0742944
107005380,107005380_2012,2,2012,0.408779313,0.29,Typ 14,54,0.112734,0.42,9.1,10.1,7.8,0.1,0.041417,32346340.52,5735146.341,Küste,NWB,25.65718,16.15408,54.15724,45.00515,-0.255771622,0.741404968,-0.329,-0.07850423
107005381,107005381_2012,2,2012,0.526813244,0.282,Typ 14,62.2,0.244565,2.020506,10.6,8.2,7.41,0.07007,0.0335,32386864.09,5787545.118,Küste,HMWB,19.50936,16.70976,59.54864,51.53531,0.341354593,1.055373527,-0.006,0.067188155
107005402,107005402_2012,2,2012,0.492005363,0.619,Typ 15,80,0.011,0.22,6.7,18.9,7.5,0.058,0.013362,32427109.85,5761065.977,NA,HMWB,18.29933,18.2009,59.94726,45.97064,-0.638489964,0.231183815,0.055,-0.061021459
107005424,107005424_2012,2,2012,0.536437266,0.555,Typ 14,66,0.007068,0.53018,14,11.8,8.4,0.018039375,0.008255,32394228.01,5789531.139,Ems,NWB,7.052,28.7309,56.15959,51.37704,-1.032093417,-0.238215226,-0.157,-0.031896102
107005427,107005427_2012,2,2012,0.508066728,0.359,Typ 14,78,0.0978875,1.022937,12.3,8.9,8,0.07613375,0.028004,32390932.36,5794935.317,Ems,HMWB,9.15457,33.05069,50.72986,43.0275,-0.336993852,0.088564404,-0.021,0.056901631
107005439,107005439_2012,2,2012,0.471841011,0.508,Typ 19,74,0.01390125,1,9.2,7.9,7.6,0.029,0.01723,32322802.85,5746334.707,Küste,HMWB,17.33696,11.76721,57.36308,30.42438,-0.566200034,0.126283968,0.053,-0.015872712
107005457,107005457_2012,2,2012,0.409463505,0.568,Typ 14,66,0.0897975,0.62655,9.6,15.7,7.8,0.05,0.0228005,32430200.64,5761815.634,Ems,HMWB,14.16934,19.38506,68.74317,57.69844,-0.474769011,0.314758333,0.097,-0.083664822
107005503,107005503_2012,2,2012,0.553844804,0.446,Typ 06,63,0.004,0.48,10.5,8.9,8.1,0.008,0.01043025,32426085.7,5786706.795,Ems,HMWB,45.4032,13.47779,45.19181,29.6837,-0.928496844,-1.886322754,0.151,0.017562145
107005505,107005505_2012,2,2012,0.510638723,0.563,Typ 14,65.3,0.012003,0.4589,13.4,11,8.2,0.020998743,0.00899,32386026.98,5793152.692,Ems,HMWB,6.06755,17.43909,77.12056,72.56137,-0.992482102,-0.078252118,0.107,0.005139532
107005532,107005532_2012,2,2012,0.438589029,0.006,Typ 14,66.7,0.241999,3.29322,11.3,10.6,8.2,0.166798,0.042744,32404809.58,5757490.711,Ems,HMWB,10.60001,26.27376,56.87057,50.48622,0.89083647,2.085435424,-0.137,-0.076181286
107005535,107005535_2012,2,2012,0.482487198,0.233,Typ 14,76.4,0.239083,2.655647,9.5,9.2,8,0.10971,0.041542,32393451.71,5737904.781,Rhein,HMWB,6.92416,5.97756,79.44878,73.85679,0.652619124,-0.937259943,0.039,-0.008782741
107005539,107005539_2012,2,2012,0.474853539,0,Typ 14,46,0.20024,2.913526,8.4,14.4,7.4,0.06,0.0479,32424573.56,5802683.459,Ems,AWB,41.06307,8.92449,55.562,16.26809,0.590544331,1.524743495,-0.251,-0.031020823
107005543,107005543_2012,2,2012,0.518705479,0.011,Typ 16,81,0.1,1.3,9,10.5,7.5,0.27,0.04463,32438085.2,5742911.062,Ems,NWB,23.09526,14.23859,63.58713,54.64034,0.484112946,1.052953398,-0.533,0.019098074
107005547,107005547_2012,2,2012,0.521185753,0.635,Typ 11,72,0.002,0.59,8.4,10.7,7.5,0.005,0.0080925,32419259.48,5790325.453,Ems,HMWB,27.47832,10.87412,55.29478,33.80209,-0.784254327,0.068124345,0.003,-0.0066828
107005549,107005549_2012,2,2012,0.492991871,0.66,Typ 14,73.2,0.0088385,0.4949,11.5,10.4,8.2,0.02022,0.0087355,32389701.84,5761168.552,Ems,HMWB,9.33474,12.88294,72.41596,68.80917,-0.917759964,0.021542137,0.02,-0.035995356
107005550,107005550_2012,2,2012,0.488576788,0.329,Typ 16,91,0.00570875,0.14,7.9,13.6,7.8,0.007,0.0108375,32434681.68,5750086.249,Ems,HMWB,6.42159,54.89269,47.8029,28.53264,-0.860738333,-2.507027081,0.273,-0.013296124
107005621,107005621_2012,2,2012,0.498664037,0.291,Typ 14,72.5,0.288276,2.897641429,15.6,8.4,8.1,0.07896,0.038377,32392276.19,5777818.299,Ems,HMWB,17.35358,22.81797,52.32942,35.13306,0.513921672,1.208538902,-0.01,-0.010684881
107005624,107005624_2012,2,2012,0.539405726,0.256,Typ 14,56.4,0.212766,2.349451429,9.9,10.7,7.8,0.10048,0.037978,32405923.19,5760422.53,Ems,HMWB,10.49152,30.47887,52.61592,46.66437,0.442110146,1.498238462,-0.025,0.023596007
107005625,107005625_2012,2,2012,0.505197928,0.285,Typ 14,75,0.216316,2.241954,11.2,10.4,8.3,0.08365,0.037207,32391225.79,5762021.065,Ems,HMWB,13.87977,11.90077,69.03287,63.93613,0.315791,0.967365298,-0.017,0.038141018
107005632,107005632_2012,2,2012,0.516792049,0.525,Typ 14,70.9,0.011815,0.51322,13.8,12,8.2,0.02008,0.00885,32399055.4,5784892.906,Ems,NWB,3.65732,33.56259,56.02745,42.93601,-0.984839402,-2.457126641,0.18,0.01100969
107005642,107005642_2012,2,2012,0.443611439,0.343,Typ 16,86,0.0533,0.68,8.4,14.6,7.8,0.05,0.02788,32442094.59,5741365.615,Ems,NWB,41.92281,11.84643,46.73405,43.04354,-0.434892612,0.301379436,-0.146,-0.048587288
107005643,107005643_2012,2,2012,0.479041671,0.346,Typ 14,95.8,0.298069,2.142645429,15.2,10.2,8.2,0.08754,0.034467,32404097.91,5760458.545,Ems,HMWB,10.83709,46.69519,33.97051,23.35954,0.36944067,-0.120921136,0.041,-0.002840997
107005652,107005652_2012,2,2012,0.465542609,0.17,Typ 14,65,0.081363,1.2,7.4,12.3,7.4,0.073,0.0440065,32437410.46,5742099.397,Ems,HMWB,2.87633,16.34889,71.74379,64.08503,-0.050721555,0.734434632,-0.335,0.013739532
107005659,107005659_2012,2,2012,0.485925451,0.312,Typ 14,88,0.005,0.56,10.4,9.9,8.1,0.012,0.008489,32424784.69,5756793.711,Ems,NWB,14.40959,19.71261,73.27876,58.41366,-0.859895396,-2.01031104,0.157,0.041051251
107005667,107005667_2012,2,2012,0.431193107,0.003,Typ 16,84,0.148879,5.8,8,10.2,7.7,0.06,0.041378,32426956.71,5749203.707,Ems,HMWB,8.49927,17.70252,82.81516,55.65994,1.289802115,2.006842945,-0.264,-0.080448591
107006173,107006173_2012,2,2012,0.5445973,0.622,Typ 14,63,0.003387,0.237,12.4,8.5,8.33,0.008708736,0.002,32362021.22,5647221.125,Rhein,HMWB,33.58645,42.5312,16.95027,2.32655,-1.124264415,-1.202028577,0.202,0.014992085
107006448,107006448_2012,2,2012,0.449653278,0.271,Typ 14,31,0.205086,3.0502245,11,9.9,7.8,0.11753,0.040064,32463152.78,5752883.568,Ems,HMWB,13.14443,58.55619,29.94885,16.82742,0.59486973,-0.217170968,0.05,0.022580729
107006455,107006455_2012,2,2012,0.501341749,0.247,Typ 09.1,78,0.004,0.49,13.4,8,8.1,0.01,0.0089525,32465604.23,5782101.534,NA,HMWB,20.78259,16.42985,57.94158,45.53981,-0.996514904,-1.900942066,0.026,0.056755465
107006465,107006465_2012,2,2012,0.586809833,0.72,Typ 07,68,0.002481,0.56,13,8,8.5,0.008814375,0.005885,32509960.53,5723412.797,Weser,NWB,33.09836,6.48192,56.12791,31.99522,-1.042356941,0.034127502,-0.029,0.019485936
107006488,107006488_2012,2,2012,0.48766773,0.185,Typ 16,64,0.283743,3.675976,13.8,4.9,8.2,0.09442,0.04435,32380696.27,5749941.691,Rhein,NWB,13.35997,16.00729,59.78996,52.49038,0.825779101,-1.332053573,0.122,-0.044722095
107006534,107006534_2012,2,2012,0.512966757,0.248,Typ 06,66,0.196283,4.6,10.6,9.2,8,0.09,0.044824,32426835.23,5788375.12,NA,HMWB,38.0927,20.87241,44.64878,28.76972,1.012196556,1.853886618,-0.04,-0.029887255
107006613,107006613_2012,2,2012,0.542031313,0.192,Typ 06,56,0.002,0.39,14.5,8.9,8.4,0.005,0.006839,32472552.3,5783791.464,NA,NWB,15.40883,18.79202,58.54887,52.51755,-1.153915185,-2.33292988,0.03,-0.004858236
107006615,107006615_2012,2,2012,0.491483261,0.247,Typ 06,137,0.003,0.31,9.3,17.5,8.3,0.01,0.011504,32485212.36,5785089.302,Weser,NWB,12.57404,32.69802,49.78801,43.39394,-0.824169855,-2.066929861,0.13,-0.001345933
110000045,110000045_2012,5,2012,0.559323755,0.732,Typ 16,55.5,0.002,0.168,8.5,14,7.8,0.006,0.002,32707816.67,5785963.599,Elbe,NWB,22.42922,23.14475,53.3455,42.88253,-0.992163,0.056831646,0.006,0.057395315
110000057,110000057_2012,6,2012,0.558606515,0.685,Typ 16,34,0.001,0.034,11.5,7,7.7,0.017,0.002,32716885.71,5795442.339,Elbe,NWB,56.21591,23.99668,19.16674,13.77189,-1.124155887,-0.038438764,-0.038,-0.018123777
110000059,110000059_2012,2,2012,0.51110884,0.813,Typ 16,25.4,0.002,0.02,8.1,16.4,7.6,0.008,0.004,32718704.14,5788614.517,Elbe,NWB,50.73786,30.37964,17.34038,16.51732,-1.036819861,0.107387114,0.002,-0.066462261
110000065,110000065_2012,3,2012,0.468482357,0.459,Typ 16,40.3,0.002,0.87686,11.5,7.2,7.7,0.034,0.01431,32713773.3,5800590.739,Elbe,NWB,54.79323,19.32749,26.10703,19.22883,-0.768780827,-0.160996686,0.083,-0.082596515
110000066,110000066_2012,2,2012,0.520502357,0.538,Typ 17,54.8,0.001,0.112,9.1,9.4,7.6,0.006,0.001,32711301.41,5809502.3,Elbe,NWB,49.99278,14.60466,35.68771,26.0394,-1.015044324,-0.109861251,0.054,0.028995291
110000073,110000073_2012,2,2012,0.527451767,0.404,Typ 16,48.1,0.002,0.201,9,7.8,7.5,0.008,0.001,32709965.07,5796591.003,Elbe,HMWB,49.88367,10.86681,38.89271,27.87443,-0.98158355,-1.252977487,0.077,-0.022241975
110000075,110000075_2012,2,2012,0.571328253,0.308,Typ 16,57.3,0.001,0.11,5.5,16.5,7.3,0.003,0.001,32708723.38,5805171.085,Elbe,HMWB,47.46043,7.894,44.24809,32.82425,-0.877420796,-1.633423702,0.192,0.007368827
110000076,110000076_2012,2,2012,0.493922547,0.549,Typ 19,62.3,0.002,0.112,6.6,15.401,8,0.037,0.002,32724466.55,5819711.224,Elbe,AWB,49.6527,6.16871,44.35652,28.7394,-0.875804982,-1.15147593,0.202,-0.056355826
110000077,110000077_2012,2,2012,0.498330452,0.488,Typ 19,76.4,0.002,0.093,8.7,14.539,7.9,0.045,0.001,32719698.94,5819025.555,Elbe,HMWB,48.9361,8.88788,40.63356,32.42395,-0.900289393,-1.048071206,0.084,-0.05919214
110000078,110000078_2012,2,2012,0.482955048,0.51,Typ 19,79.6,0.002,0.177,8.2,15.5975,8,0.053,0.02,32722617.34,5818801.476,Elbe,HMWB,17.28583,13.03128,71.91743,49.07741,-0.739660981,0.048818778,0.055,-0.029615573
110000079,110000079_2012,2,2012,0.538113285,0.419,Typ 19,79.3,0.001,0.1,6.5,16.8,7.5,0.002,0.001,NA,NA,NA,NA,NA,NA,NA,NA,-0.896560056,-1.042279231,0.114,0.019642924
110000085,110000085_2012,2,2012,0.535954948,0.676,Typ 19,73.2,0.005,0.026,4.4,17.9,7.4,0.021,0.001,32708065.98,5836591.019,Elbe,HMWB,35.33291,12.54786,50.66775,34.70107,-0.794179754,-1.12515931,0.282,0.03508427
110000088,110000088_2012,2,2012,0.548986905,0.349,Typ 19,92.4,0.025245,0.76604,6.4,20.3,7.5,0.04,0.01,32707087.66,5846208.837,NA,HMWB,13.5934,7.40667,74.06193,54.4231,-0.493073691,0.340746052,-0.374,-0.005017798
110000089,110000089_2012,2,2012,0.509542043,0.846,Typ 19,66,0.001,0.11,5.7,18.3,7.6,0.002,0.003,32708553.04,5845729.392,Elbe,HMWB,39.97831,12.77918,45.83451,34.00621,-0.889505425,0.107844265,0.157,0.011253675
110000091,110000091_2012,2,2012,0.536924822,0.775,Typ 19,63.7,0.001,0.13,5.2,19.3,7.7,0.002,0.003,32710836.02,5852193.117,Elbe,HMWB,37.74608,11.58642,48.59882,36.01305,-0.881637208,0.035166019,-0.033,0.028271643
110000093,110000093_2012,2,2012,0.567799872,0.271,Typ 19,71.3,0.002,0.091,7.4,10.1,7.1,0.012,0.001,32707433.72,5853605.708,Elbe,HMWB,25.90256,10.70553,55.90916,46.63079,-0.873898428,-1.557889413,0.036,-0.019811336
110000096,110000096_2012,3,2012,0.534418499,0.651,Typ 16,60.8,0.002,0.039,9.4,15,7.4,0.009,0.001,32714811.84,5762419.89,Elbe,HMWB,55.50879,6.84774,35.72886,29.97696,-1.008162934,-0.183527541,-0.065,-0.038302163
110000105,110000105_2012,5,2012,0.500594519,0.81,Typ 19,100,0.001,0.16,7.1,19.9,7.7,0.002,0.001,32685100.26,5781401.259,Elbe,HMWB,25.25753,14.10474,59.15203,51.20518,-0.884365209,0.056916836,-0.05,-0.051711179
110000112,110000112_2012,5,2012,0.505011101,0.557,Typ 17,90.7,0.008,0.251,9.1,15.2,7.9,0.019,0.009,32668207.33,5795033.685,Elbe,NWB,32.12977,9.59212,53.41717,41.17402,-0.854587739,0.110671581,-0.077,-0.034674673
110000113,110000113_2012,5,2012,0.506555261,0.453,Typ 17,104,0.008,0.161,7.4,16.7,7.9,0.018,0.009,32682019.65,5792038.001,Elbe,NWB,29.64124,12.89687,52.18985,41.75662,-0.805070035,-0.85683455,0.027,0.000705045
110000165,110000165_2012,2,2012,0.513522232,0.326,Typ 11,74.4,0.002,0.056,5.7,10.3,7.4,0.009,0.001,32688697.7,5809314.709,Elbe,HMWB,40.70694,8.3634,49.61933,37.23914,-0.859461351,-1.494112386,0.019,0.026742244
110000175,110000175_2012,2,2012,0.475851411,0.396,Typ 17,67.3,0.001,0.37,8.2,18.8,7.9,0.003,0.011,32686847.26,5857130.506,Elbe,HMWB,23.09064,6.86866,65.1344,49.33916,-0.877964978,-1.218154364,0.209,-0.010940976
110000176,110000176_2012,2,2012,0.516112299,0.408,Typ 17,59.7,0.078145,0.59926,8,17.9,7.8,0.04,0.02081,32686247.08,5853213.923,Elbe,HMWB,27.71954,5.50856,61.85399,44.9847,-0.502896115,0.579851372,-0.077,0.00484826
110000177,110000177_2012,2,2012,0.555136755,0.304,Typ 17,57.3,0.18927,2.05176,7.2,18.3,7.8,0.04,0.07,32673230.24,5849705.179,Elbe,HMWB,29.71924,5.9041,59.2049,41.93792,0.42217359,1.320327588,-0.015,0.072082996
110000178,110000178_2012,2,2012,0.526101519,0.102,Typ 16,59.8,0.002,0.089,10.9,6.7,8,0.011,0.003,32670129.08,5842591.201,Elbe,HMWB,33.17762,7.34203,54.79263,37.17208,-1.081693617,-2.642273106,0.03,0.001135016
110000179,110000179_2012,2,2012,0.482134546,0.154,Typ 16,53.3,0.049955,0.46,8.1,17,7.8,0.03,0.04,32665470.53,5837423.175,Elbe,HMWB,43.80632,10.08727,41.0233,28.56511,-0.532134171,0.456065693,-0.013,-0.048807562
110000194,110000194_2012,3,2012,0.492138891,0.533,Typ 11,61,0.001,0.1,7.1,17.8,7.6,0.004,0.006,32666024.57,5837095.981,Elbe,HMWB,24.38173,4.62874,66.82776,45.97805,-0.923885488,-0.048487472,0.013,0.059879934
110000196,110000196_2012,3,2012,0.505022151,0.277,Typ 11,61.1,0.078177,1.21,10.4,6.4,8,0.09,0.04,32663053.14,5838276.229,Elbe,HMWB,27.06806,3.62223,62.49904,43.68796,-0.191478916,0.586890523,-0.067,-0.020873069
110000203,110000203_2012,3,2012,0.55059961,0.217,Typ 11,62.1,0.198482,2.07646,8.9,17.8,7.9,0.02,0.05,32681017.64,5852179.876,Elbe,HMWB,18.59689,3.28301,74.8471,63.75431,0.230487576,0.785962381,-0.082,0.065910729
110000207,110000207_2012,2,2012,0.524914092,0.319,Typ 16,70.4,0.005,0.105,7.4,17.1,7.8,0.011,0.015,32692746.72,5846957.102,Elbe,HMWB,16.61353,9.83137,68.38929,54.5143,-0.85874239,-1.469548762,0.075,0.01495075
110000211,110000211_2012,3,2012,0.470352537,0.37,Typ 19,98.2,0.001,1,5.2,14.4,7.5,0.012,0.006,32694709.51,5834442.21,Elbe,HMWB,10.34608,14.748,68.71954,58.0585,-0.52170619,-1.453149223,0.191,-0.030151134
110000212,110000212_2012,3,2012,0.543499536,0.401,Typ 19,144,0.004,0.188,5.4,15.8,7.8,0.009,0.019,32694976.86,5835185.024,Elbe,HMWB,32.75031,8.47934,50.86354,36.63843,-0.63109347,-1.908382572,0.137,0.056810043
110000214,110000214_2012,3,2012,0.56807066,0.41,Typ 11,58.7,0.13,1.34949,5.2,14.4,7.6,0.016,0.02566,32689060.4,5838022.411,Elbe,HMWB,12.62031,4.44908,79.61262,64.18313,-0.114085909,0.491625433,-0.076,0.077463026
110000216,110000216_2012,3,2012,0.520757255,0.316,Typ 19,88.2,0.08,0.77,7.2,11.2,7.8,0.15,0.032,32688654.86,5853845.943,Elbe,HMWB,9.98972,6.41635,78.86713,68.14258,-0.035071192,0.564154799,-0.003,0.003441533
110000217,110000217_2012,3,2012,0.506430678,0.4,Typ 19,73.1,0.003,0.084,5.1,10.6,7.6,0.005,0.017,32696745.87,5851385.969,Elbe,HMWB,7.63073,4.3702,79.75431,49.56186,-0.772703027,-1.616374719,0.219,-0.02827742
110000219,110000219_2012,3,2012,0.535416328,0.564,Typ 19,116,0.003,0.035,8.3,11.3,7.8,0.019,0.002,32688401.02,5859398.397,Elbe,AWB,5.5326,4.21211,83.41253,67.11009,-0.883569024,-0.223304095,0.117,0.03570803
110000220,110000220_2012,3,2012,0.486831151,0.349,Typ 19,82.1,0.053111,0.48,8.8,11.5,7.6,0.14,0.01,32686973.23,5862190.34,Elbe,HMWB,5.32861,5.72091,78.04716,65.24896,-0.361404437,0.518028178,-0.011,-0.035446931
110000221,110000221_2012,3,2012,0.538431636,0.232,Typ 19,104,0.15003,1.78308,5.6,10.2,7.3,0.047,0.03596,32685315.19,5868334.624,Elbe,AWB,16.25658,3.7568,65.74024,32.93137,0.276163906,1.005174745,-0.009,-0.031040967
110000300,110000300_2012,2,2012,0.467796454,0.162,Typ 09.2,117,0.124952,5.04,11.8,6.9,8.1,0.08,0.07,32698040.75,5671074.577,Elbe,HMWB,NA,NA,NA,NA,1.138343842,1.980125261,-0.159,-0.003384909
110000301,110000301_2012,2,2012,0.47534144,0.075,Typ 09.2,177,0.004,0.401,7.7,15.7,8.1,0.018,0.02,32713487.59,5686459.542,Elbe,HMWB,NA,NA,NA,NA,-0.590689701,-1.200202742,0.029,-0.006393194
110000302,110000302_2012,2,2012,0.443370133,0.025,Typ 09.2,188,0.059472375,0.41,8.1,16.3,8.1,0.022,0.02504,32709061.43,5693845.893,Elbe,HMWB,NA,NA,NA,NA,-0.428962322,-1.128904002,0.017,-0.024294919
110000303,110000303_2012,2,2012,0.452230405,0.081,Typ 09.2,181,0.05,2.02946,7.6,16.5,8.1,0.0895075,0.03493,32705291.88,5700347.952,Elbe,HMWB,NA,NA,NA,NA,0.225466198,-0.508773113,0.048,0.014209026
110000304,110000304_2012,2,2012,0.527767735,0.873,Typ 09.2,83.4,0.007,0.485,8.8,14.6,8.1,0.014,0.017,32688919.83,5666238.495,Elbe,NWB,NA,NA,NA,NA,-0.781995739,0.017064239,0.039,0.024846703
110000309,110000309_2012,2,2012,0.505999903,0.151,Typ 17,138,0.002,0.046,7.8,15.1,8.1,0.007,0.041,32710916.64,5695963.817,Elbe,NWB,6.61183,14.0462,67.6435,62.21463,-0.672438461,-1.721050674,0.123,-0.022081724
110000312,110000312_2012,2,2012,0.465908498,0.082,Typ 06,168,0.167536,0.95,10.3,20.8,8.2,0.34,0.027,32708590.02,5694847.592,Elbe,HMWB,4.81136,16.32337,64.51908,61.12381,0.643517902,1.374236278,-0.02,-0.000480745
110000315,110000315_2012,2,2012,0.469832289,0.059,Typ 06,240,0.05736,1.34,10.3,12.2,8.3,0.05,0.02,32695559.58,5688689.241,Elbe,HMWB,0.90517,9.31225,88.39127,80.62341,-0.135369019,0.249783303,-0.004,-0.047416891
110000316,110000316_2012,2,2012,0.464475261,0.449,Typ 16,230,0.002,1.405757,13.6,10.4,8.1,0.02,0.01941,32713716.21,5686498.914,Elbe,HMWB,1.01406,12.90852,81.00924,77.86487,-0.415495823,-0.216754245,0.079,-0.047390646
110000317,110000317_2012,2,2012,0.489169456,0.206,Typ 16,225,0.002,0.395,14,10.1,8.2,0.003,0.005,32715925.6,5686053.712,Elbe,HMWB,1.06846,11.38455,82.75198,79.5711,-0.846599755,-1.874517958,0.092,0.019728304
110000321,110000321_2012,2,2012,0.486508458,0.046,Typ 06,144,0.01,0.413,9,15.7,8.1,0.006,0.021,32716114.02,5670190.513,Elbe,HMWB,7.81718,13.48971,73.17378,69.57946,-0.697539297,-1.461611184,0.005,-0.014291568
110000322,110000322_2012,2,2012,0.515536511,0.148,Typ 06,155,0.005,0.36,8.5,17.5,8,0.005,0.025,32715366.31,5678208.036,Elbe,HMWB,6.13491,15.06205,73.6296,68.75567,-0.659271627,-1.42877756,0.064,0.01804404
110000323,110000323_2012,2,2012,0.513340333,0.425,Typ 06,165,0.004,0.553,8.6,16.4,8,0.005,0.016,32710810.16,5679963.84,Elbe,HMWB,6.06182,15.07171,71.98226,67.31737,-0.644290404,-1.222662034,0.425,0.005036365
110000324,110000324_2012,2,2012,0.474401232,0.409,Typ 06,124,0.070055,1.08,13.6,17.5,8.2,0.03,0.02452,32700503.15,5668862.917,Elbe,NWB,3.61676,12.66574,78.42744,71.60026,-0.501373125,0.237534541,-0.154,-0.004276455
110000325,110000325_2012,2,2012,0.426836202,0.331,Typ 17,155,0.025141,0.379,7.9,15.9,7.8,0.018,0.016,32705015.87,5710746.56,Elbe,HMWB,NA,NA,NA,NA,-0.590463536,-1.381682435,0.171,-0.034562852
110000326,110000326_2012,2,2012,0.377321231,0.389,Typ 17,161,0.0299025,0.366,7.2,16.2,7.7,0.018,0.015,32694846.96,5718296.719,Elbe,HMWB,NA,NA,NA,NA,-0.547628527,-0.346384288,-0.083,-0.004228795
110000328,110000328_2012,2,2012,0.462876706,0.02,Typ 06,298,0.099793,4.22,9.1,16.4,8.2,0.07,0.018,32696340.36,5712392.598,Elbe,HMWB,6.40357,17.53854,69.87966,66.58939,0.927451332,1.97676593,-0.09,-0.071695478
110000331,110000331_2012,2,2012,0.435365457,0.497,Typ 06,197,0.05979125,0.69883,9.5,13.7,8.2,0.04764,0.01806,32694628.86,5709950.276,NA,NWB,1.54261,6.95689,86.82086,82.66857,-0.361286502,-0.038747472,0.118,-0.108809188
110000332,110000332_2012,2,2012,0.504596856,0.087,Typ 06,119,0.013,1,11.3,15.1,7.9,0.061,0.025,32682755.67,5695852.037,Elbe,HMWB,33.67174,10.48345,50.60953,48.68927,-0.466293119,-0.582145426,0.058,-0.015865983
110000333,110000333_2012,2,2012,0.514128831,0.222,Typ 06,139,0.002,0.465,10.2,14.4,8.2,0.003,0.013,32685146.77,5701985.03,Elbe,HMWB,4.96749,10.34056,80.67241,78.58886,-0.808081305,-1.837437884,0.166,0.036244285
